1942,"Husbands",1970,3,"Columbia Pictures Corporation"
2515,"Love Story",1970,2,"Love Story Company"
2619,"MASH",1970,4,"20th Century Fox"
2648,"McKenzie Break, The",1970,2,"Gramercy Pictures"
3546,"Ryans Daughter",1970,4,"Faraway Productions"
46,"Abominable Dr. Phibes, The",1971,3,"American International Pictures (AIP)"
303,"Bananas",1971,3,"Jack Rollins & Charles H. Joffe Productions"
395,"Big Jake",1971,3,"Batjac Productions"
595,"Brother John",1971,3,"Columbia Pictures Corporation"
1591,"Gang That Couldnt Shoot Straight, The",1971,3,"Metro-Goldwyn-Mayer (MGM)"
2339,"Last Picture Show, The",1971,4,"BBS Productions"
2391,"Lets Scare Jessica to Death",1971,3,"Paramount Pictures"
2617,"Mary, Queen of Scots",1971,3,"Universal Pictures"
2818,"Murphys War",1971,3,"Hemdale"
3392,"Red Baron, The",1971,3,"The Corman Company"
4392,"Valdez Is Coming",1971,3,"Norlan Productions"
4570,"Who Is Harry Kellerman and Why Is He Saying Those Terrible Things About Me?",1971,4,"Cinema Center 100 Productions"
12,"1776",1972,2,"Columbia Pictures Corporation"
2089,"J.W. Coop",1972,3,"Columbia Pictures Corporation"
3199,"Pink Flamingos",1972,5,"Dreamland"
1264,"Enter the Dragon",1973,4,"Concord Productions Inc."
2950,"Noite do Espantalho, A",1974,4,"Zem Produtora Cinematografica"
1422,"Female Trouble",1975,5,"Dreamland"
1850,"Histoire dO",1975,5,"A.D. Creation"
2045,"Inserts",1975,5,"Film and General Productions"
1925,"Hsing Hsing wang",1977,3,"WW Entertainment"
3567,"Saturday Night Fever",1977,4,"Paramount Pictures"
3938,"Star Wars",1977,2,"Lucasfilm Ltd."
78,"Ai no borei",1978,4,"Argos Films"
4047,"Superman",1978,2,"Alexander Salkind"
202,"Apocalypse Now",1979,4,"Zoetrope Studios"
3936,"Star Trek: The Motion Picture",1979,2,"Century Associates"
3941,"Star Wars: Episode V - The Empire Strikes Back",1980,2,"Lucasfilm Ltd."
1201,"E.T. the Extra-Terrestrial",1982,2,"Amblin Entertainment"
3937,"Star Trek: The Wrath of Khan",1982,2,"Paramount Pictures"
2067,"Introducing... Janet",1983,2,"CineFlics"
594,"Brother from Another Planet, The",1984,4,"A-Train Films"
3012,"Once Upon a Time in America",1984,4,"Embassy International Pictures"
3582,"Scandalosa Gilda",1985,4,"Globe Films"
575,"Breeders",1986,4,"Beyond Infinity"
1835,"Highlander",1986,4,"20th Century Fox"
3420,"Remando al viento",1987,4,"Ditirambo Films"
85,"Akira",1988,4,"Akira Committee Company, Ltd."
1894,"Hostile Takeover",1988,4,"SC Entertainment"
2971,"Nuovo cinema Paradiso",1988,4,"Cristaldifilm"
3334,"Qualcuno in ascolto",1988,2,"Cinecittà [it]"
4497,"Wash, The",1988,4,"American Playhouse"
375,"Beware: Children at Play",1989,4,"Troma Films"
1218,"Edge of Sanity",1989,4,"Allied Cine Group Pic II"
1810,"Henry V",1989,3,"Renaissance Films"
3440,"Return of the Musketeers, The",1989,4,"Timothy Burrill Productions Limited"
4099,"Tale of Two Sisters",1989,4,"L.A. Dreams Productions"
212,"Archie: To Riverdale and Back Again",1990,2,"Concorde-New Horizons"
1419,"Feiying gaiwak",1990,3,"Media Asia"
1598,"Gatto nel cervello, Un",1990,4,"Executive Cine TV"
1881,"Honeymoon Academy",1990,3,"Fidelity Productions"
2310,"Laser Mission",1990,4,"Azimuth"
3351,"Rainbow Thief, The",1990,4,"Burrill Productions"
3792,"Sky Trackers",1990,2,"The Disney Channel"
973,"Dead and Alive: The Race for Gus Farace",1991,4,"Concorde-New Horizons"
1836,"Highlander II: The Quickening",1991,4,"Lamb Bear Entertainment"
2015,"In the Line of Duty: Manhunt in the Dakotas",1991,4,"Concorde-New Horizons"
2566,"Madonna: Truth or Dare",1991,4,"Boy Toy Productions"
3835,"Social Suicide",1991,3,"Star Entertainment Group Inc."
4238,"Tomcat Angels",1991,4,"Troma Films"
4633,"Wizards of the Demon Sword",1991,4,"Troma Films"
940,"Danger of Love: The Carolyn Warmus Story, The",1992,4,"Citadel Pictures"
1028,"Deliver Them from Evil: The Taking of Alta View",1992,3,"Citadel Pictures"
1059,"Deuce Coupe",1992,3,"Airtight Filmworks"
1581,"Galaxies Are Colliding",1992,4,"Covert Productions"
2181,"Just Like a Woman",1992,4,"Zenith"
2312,"Lashou shentan",1992,4,"Milestone Pictures"
2974,"Nutt House, The",1992,3,"Connexion Film Productions"
3098,"Paint Job, The",1992,4,"Second Son Publications"
3739,"Shuang long hui",1992,3,"Distant Horizons"
3805,"Sleepwalkers",1992,4,"Columbia Pictures Corporation"
4146,"Tetsuo II: Body Hammer",1992,4,"Kaijyu Theater"
4242,"Tong fong sam hop",1992,4,"China Entertainment Films"
4710,"By Way of the Stars",1992,2,"Lukas B. Productions"
266,"Ba wang bie ji",1993,4,"Maverick Picture Company"
376,"Beyond Bedlam",1993,4,"Metrodome Films"
873,"Crimebroker",1993,4,"Portman Productions"
995,"Deadly Advice",1993,4,"Zenith"
1471,"Flashfire",1993,4,"August Fire Productions, Inc."
1546,"Fresa y chocolate",1993,4,"Miramax Films"
2043,"Innocent, The",1993,4,"Lakeheart"
2494,"Love & Human Remains",1993,4,"First Choice"
3047,"Ordeal in the Arctic",1993,2,"Citadel"
3320,"Public Access",1993,4,"Cinemabeam"
3509,"Roosters",1993,4,"American Playhouse"
3775,"Siunin Wong Fei-hung tsi titmalau",1993,3,"Long Shong Pictures"
3861,"Sonatine",1993,4,"Shouchiku Co."
4138,"Terminator Woman",1993,4,"Nu Image"
4158,"Theremin: An Electronic Odyssey",1993,2,"Kaga Bay"
4237,"Tombstone",1993,4,"Cinergi Productions"
4445,"Visiteurs, Les",1993,4,"Alpilles Productions"
4732,"¡Dispara!",1993,4,"Antena 3 Televisión [es]"
157,"Americanski Blues",1994,3,"A-Pix Entertainment Inc."
308,"Bar Girls",1994,4,"Lavender Circle Mob / Lauran Hoffman"
405,"Bigfoot: The Unforgettable Encounter",1994,2,"Republic Pictures Corporation"
471,"Blood of the Innocent",1994,4,"Action Films"
619,"Business Affair, A",1994,4,"Capella International"
651,"Captives",1994,4,"Distant Horizons"
720,"Children of the Corn III",1994,4,"Park Avenue Productions"
734,"Chong qing sen lin",1994,3,"Jet Tone Production Co."
760,"Class of Nuke Em High 3: The Good, the Bad and the Subhumanoid",1994,4,"Troma Films"
808,"Confessions of a Sorority Girl",1994,4,"Drive-In Classics"
843,"Country Life",1994,3,"Dalton Films"
908,"Curse of the Starving Class",1994,4,"August Entertainment"
918,"Cyborg 3: The Recycler",1994,4,"FM Entertainment International N.V."
977,"Dead Beat",1994,4,"Distant Horizons"
980,"Dead Funny",1994,4,"Avondale Pictures"
1019,"Deep Down",1994,4,"Penn-Eden West Pictures Inc."
1032,"Dellamorte Dellamore",1994,4,"Audiofilm"
1123,"Dont Do It",1994,4,"Lippert Pictures Inc."
1136,"Double Happiness",1994,3,"Fine Line Features"
1199,"Dôkyûsei",1994,4,"Pink Pineapple"
1237,"Embrace of the Vampire",1994,4,"General Media Entertainment"
1291,"Erotique",1994,4,"Group 1 Films"
1341,"Exotica",1994,4,"Alliance Entertainment"
1346,"Exquisite Tenderness",1994,4,"Capella International"
1394,"Farinelli: il castrato",1994,4,"Sony Pictures Classics"
1406,"Father and Scout",1994,2,"New Line Cinema"
1415,"Feast at Midnight, A",1994,2,"Kwai River"
1475,"Flight of the Dove, The",1994,4,"Hillwood Entertainment Film Group, Inc."
1481,"Floundering",1994,4,"Front Films"
1507,"Force On Force",1994,4,"New Line Cinema"
1637,"Girls in Prison",1994,4,"Showtime Networks Inc."
1643,"Gladiator Cop",1994,4,"SC Entertainment"
1650,"Go Fish",1994,4,"Can I Watch"
1796,"Heavenly Creatures",1994,4,"Fontana Productions"
1837,"Highlander III: The Sorcerer",1994,3,"Fallingcloud"
1961,"I Spy Returns",1994,3,"Citadel Entertainment"
2105,"Jailbreakers",1994,4,"Spelling Films International"
2293,"Ladybird Ladybird",1994,4,"Parallax Pictures, Ltd."
2542,"Lunarcop",1994,4,"NU World Services"
2564,"Madness of King George, The",1994,3,"Close Call Films"
2674,"Men of War",1994,4,"Grandview Avenue Pictures"
2776,"Mosaic Project, The",1994,4,"Caroli Pictures"
2779,"Mostro, Il",1994,4,"IRIS Films"
2817,"Muriels Wedding",1994,4,"House & Moorhouse Films"
2825,"Mute Witness",1994,4,"Avrora Media"
2845,"My Lifes in Turnaround",1994,4,"Frontier Pictures"
2860,"Nadja",1994,4,"Kino Link Company"
2909,"Night and the Moment, The",1994,4,"Arthur Pictures"
2992,"Of Love and Shadows",1994,4,"Argentina Espanola"
3014,"Once Were Warriors",1994,4,"Avalon Studios"
3113,"Pao Da Shuang Deng",1994,4,"Yung & Associate"
3139,"Payback",1994,4,"Tapestry Films"
3221,"Playing Dangerous",1994,3,"Mosiac Films"
3280,"Priest",1994,4,"Electric Pictures"
3295,"Probable Cause",1994,4,"Allarcom Pay Television Limited"
3319,"Pterodactyl Woman from Beverly Hills",1994,4,"Troma Films"
3326,"Pura formalità, Una",1994,3,"Sidonie"
3346,"Raffle, The",1994,3,"Sims & Wilding Production"
3355,"Rampo",1994,4,"Samuel Goldwyn Company"
3376,"Raw Justice",1994,4,"West Side Studios"
3399,"Red Scorpion 2",1994,4,"August Entertainment"
3416,"Relative Fear",1994,4,"Norstar Entertainment Inc."
3571,"Savate",1994,4,"PM Entertainment Group Inc."
3690,"Shake, Rattle and Rock!",1994,3,"Spelling Films International"
3694,"Shallow Grave",1994,4,"PolyGram Filmed Entertainment"
3759,"Sin & Redemption",1994,3,"Viacom Productions Inc."
3772,"Sister My Sister",1994,4,"NFH Productions"
3851,"Somebody to Love",1994,4,"Cabin Fever Entertainment Inc."
3866,"Sorceress",1994,4,"Win-Tone Productions"
4033,"Sum of Us, The",1994,4,"Great Sum Film Limited Partnership"
4075,"Swimming with Sharks",1994,4,"Cineville Inc."
4148,"Texas Payback",1994,4,"Century Film Partners Inc."
4155,"There Goes My Baby",1994,4,"Nelson Entertainment"
4226,"To Die for",1994,4,"London Lighthouse"
4235,"Tollbooth",1994,4,"New Line Cinema"
4346,"Un indien dans la ville",1994,2,"Ice Films"
4390,"Utomlyonnye solntsem",1994,4,"Studio Trite"
4492,"Warrior Spirit",1994,3,"Trimark Pictures"
4579,"Widows Kiss",1994,4,"Home Box Office (HBO)"
4619,"Witch Hunt",1994,4,"Home Box Office (HBO)"
4733,"la folie",1994,4,"New Light Films"
26,"3 Ninjas Knuckle Up",1995,3,"Sheen Productions Inc."
50,"Above Suspicion",1995,4,"Rysher Entertainment"
58,"Ace Ventura: When Nature Calls",1995,3,"Morgan Creek Productions"
103,"Alien Escape",1995,4,"Falcon Films"
105,"Alien Within, The",1995,4,"Concorde-New Horizons"
129,"Amanda and the Alien",1995,4,"IRS Media"
133,"Amazing Panda Adventure, The",1995,2,"Warner Bros."
148,"American President, The",1995,3,"Castle Rock Entertainment"
170,"Android Affair, The",1995,3,"Chanticleer Films"
177,"Angels & Insects",1995,4,"Playhouse International Pictures"
180,"Angus",1995,3,"Atlas Entertainment"
184,"Animal Room",1995,4,"Vanguard International Cinema"
188,"Anne Frank Remembered",1995,2,"Anne Frank House"
195,"Antonia",1995,4,"Bard Entertainments"
205,"Apollo 13",1995,2,"Imagine Entertainment"
3642,"Senseless",1998,4,"Dimension Films"
228,"As Good as Dead",1995,3,"Paramount Television"
234,"Assassins",1995,4,"Donner/Schuler-Donner Productions"
246,"Attack of the 60 Foot Centerfold",1995,4,"American Independent Productions"
252,"Aurora: Operation Intercept",1995,4,"Hess/Kallberg Productions"
263,"Awfully Big Adventure, An",1995,4,"British Screen Productions"
269,"Baby Face Nelson",1995,4,"Concorde-New Horizons"
273,"Baby-Sitters Club, The",1995,2,"Beacon Communications LLC"
275,"Babysitter, The",1995,4,"Spelling Films International"
279,"Back of Beyond",1995,4,"Back of Beyond Films"
282,"Backfire!",1995,3,"Second Alarm Film Partnership"
287,"Bad Boys",1995,4,"Don Simpson/Jerry Bruckheimer Films"
323,"Basketball Diaries, The",1995,4,"Island Pictures"
327,"Batman Forever",1995,3,"PolyGram Filmed Entertainment"
331,"Beach Babes 2: Cave Girl Island",1995,4,"Paramount Pictures"
368,"Best of the Best 3: No Turning Back",1995,4,"The Movie Group"
377,"Beyond Desire",1995,4,"Beyond Pictures Inc."
379,"Beyond Rangoon",1995,4,"Castle Rock Entertainment"
392,"Big Green, The",1995,2,"Caravan Pictures"
408,"Bikini Bistro",1995,4,"Private Screenings"
409,"Bikini Drive-In",1995,4,"American Independent Productions"
415,"Billys Holiday",1995,4,"Beyond Films"
427,"Black Day Blue Night",1995,4,"Capella International"
436,"Black Scorpion",1995,4,"Concorde-New Horizons"
463,"Blonde Heaven",1995,4,"Torchlight Entertainment"
464,"Blondes Have More Guns",1995,4,"Filmagic Pictures"
465,"Blood & Donuts",1995,4,"Daban Films Inc."
490,"Blue Juice",1995,4,"Skreba Films"
501,"Body Chemistry 4: Full Exposure",1995,4,"Concorde-New Horizons"
502,"Body Language",1995,4,"Home Box Office (HBO)"
530,"Born Wild",1995,2,"Columbia Pictures Corporation"
544,"Boy Called Hate, A",1995,4,"Pacific Motion Pictures Corporation"
556,"Braveheart",1995,4,"20th Century Fox"
563,"Break, The",1995,3,"Autumn Winds Productions"
567,"Breaking Free",1995,2,"Leucadia Film Corporation"
579,"Bridges of Madison County, The",1995,3,"Amblin Entertainment"
585,"Broadcast Bombshells",1995,4,"Private Screenings"
599,"Brothers McMullen, The",1995,4,"Brothers McMullen Productions"
600,"Brothers Destiny",1995,2,"Concorde-New Horizons"
608,"Bucket of Blood",1995,4,"Concorde-New Horizons"
614,"Bullet to Beijing",1995,4,"Harry Palmer Productions, Limited"
625,"Bye Bye, Love",1995,3,"20th Century Fox"
630,"Cafe Society",1995,4,"Keystone Film Partners III, L.P."
631,"Caged Hearts",1995,4,"Prototype Productions, Inc."
644,"Candyman: Farewell to the Flesh",1995,4,"PolyGram Filmed Entertainment"
648,"Captain Nuke and the Bomber Boys",1995,2,"Concorde-New Horizons"
650,"Captiva Island",1995,2,"Bush Entertainment, Inc."
654,"Captured Alive",1995,4,"Finnegan's Wake Production"
666,"Carrington",1995,4,"Dora"
667,"Casino",1995,4,"De Fina-Cappa"
668,"Casper",1995,2,"Amblin Entertainment"
673,"Castle Freak",1995,4,"Full Moon Enterprises"
686,"Cellblock Sisters: Banished Behind Bars",1995,4,"New City Releasing"
696,"Chameleon",1995,4,"Rysher Entertainment"
724,"Children of the Dust",1995,4,"The Königsberg Company"
747,"Cilantro y perejil",1995,3,"Constelacion Films, SA de CV"
748,"Circle of Friends",1995,3,"Lantana"
752,"Citizen X",1995,4,"Asylum Films"
757,"Cité des enfants perdus, La",1995,4,"Canal+ España [es]"
767,"Clockers",1995,4,"40 Acres & a Mule Filmworks"
782,"Clueless",1995,3,"Paramount Pictures"
784,"Codename: Silencer",1995,4,"S.T.P. International Inc."
790,"Coldblooded",1995,4,"Motion Picture Corporation of America (MPCA)"
796,"Comfortably Numb",1995,5,"The Shooting Gallery"
809,"Congo",1995,3,"Paramount Pictures"
829,"Copycat",1995,4,"New Regency Pictures"
845,"Courtyard, The",1995,4,"Showtime Networks Inc."
847,"Cover Me",1995,4,"Motion Picture Corporation of America (MPCA)"
867,"Crazysitter, The",1995,3,"Concorde-New Horizons"
879,"Crimson Tide",1995,4,"Don Simpson/Jerry Bruckheimer Films"
888,"Crossing Guard, The",1995,4,"Miramax Films"
893,"Crude Oasis, The",1995,4,"Bluestem Films"
898,"Cry, the Beloved Country",1995,3,"Alpine Pty Limited"
905,"Cure, The",1995,3,"Island World"
913,"Cutthroat Island",1995,3,"Beckner/Gorman Productions"
919,"Cyborg Cop III",1995,4,"Nu Image"
932,"Dance Me Outside",1995,4,"Shadow Shows"
944,"Dangerous Minds",1995,4,"Buena Vista Pictures"
952,"Dark Dancer, The",1995,4,"Third Coast Limited"
978,"Dead Cold",1995,4,"The Image Organization"
986,"Dead Man Walking",1995,4,"Havoc"
989,"Dead Presidents",1995,4,"Caravan Pictures"
993,"Dead Weekend",1995,4,"IRS Media"
998,"Deadly Outbreak",1995,4,"Dlin Film Productions"
1008,"Death Machine",1995,4,"Fugitive Features"
1015,"Decoy",1995,4,"F.Y.D.O.E. Films"
1034,"Delta of Venus",1995,5,"Evzen Kolar Productions"
1037,"Demolitionist, The",1995,4,"A-Pix Entertainment Inc."
1040,"Denise Calls Up",1995,3,"Dark Matter Productions"
1045,"Desert Blues",1995,4,"Aurora Films Ltd."
1050,"Desperado",1995,4,"Columbia Pictures Corporation"
1053,"Destination Vegas",1995,4,"Silverline Pictures"
1054,"Destiny Turns on the Radio",1995,4,"Rysher Entertainment"
1061,"Devil in a Blue Dress",1995,4,"Clinica Estetico"
1066,"Devotion",1995,4,"Auntie Em Productions, Inc."
1075,"Die Hard: With a Vengeance",1995,4,"20th Century Fox"
1080,"Digital Man",1995,4,"Green Communications"
1082,"Dillinger and Capone",1995,4,"Concorde-New Horizons"
1117,"Dolores Claiborne",1995,4,"Castle Rock Entertainment"
1119,"Dominion",1995,4,"Taughannock Entertainment"
1131,"Doom Generation, The",1995,4,"Blurco"
1146,"Down Came a Blackbird",1995,4,"All Media Inc."
1152,"Down, Out & Dangerous",1995,4,"Wilshire Court Productions"
1157,"Dr. Jekyll and Ms. Hyde",1995,3,"Rastar/Leider-Shapiro"
1160,"Dracula: Dead and Loving It",1995,3,"Castle Rock Entertainment"
1176,"Droid Gunner",1995,4,"New Horizon Picture Corp"
1229,"Electra",1995,4,"Electra Film Productions Inc."
1247,"Empire Records",1995,3,"Monarchy Enterprises B.V."
1261,"Englishman Who Went Up a Hill But Came Down a Mountain, The",1995,2,"Miramax Films"
1270,"Epsilon",1995,3,"Digital Arts"
1356,"Eye of the Wolf",1995,3,"Ellipse"
1368,"Fair Game",1995,4,"Silver Pictures"
1382,"Family of Cops",1995,3,"CBS Entertainment Production"
1399,"Fast Money",1995,4,"Met Productions, Inc."
1407,"Father of the Bride Part II",1995,2,"Sandollar Productions"
1416,"Feast of July",1995,4,"Merchant-Ivory Productions"
1421,"Felony",1995,4,"New Line Cinema"
1441,"Final Cut, The",1995,4,"Cine Cut Films Inc."
1457,"First Degree",1995,4,"Westcom Entertainment Group"
1459,"First Knight",1995,3,"Columbia Pictures Corporation"
1465,"Fists of Iron",1995,4,"Century Film Partners Inc."
1483,"Fluke",1995,2,"Metro-Goldwyn-Mayer (MGM)"
1489,"Follow the River",1995,2,"Signboard Hill Productions"
1503,"Forbidden Games",1995,4,"Contact Films"
1514,"Forget Paris",1995,3,"Castle Rock Entertainment"
1521,"Four Rooms",1995,4,"A Band Apart"
1525,"Frank and Ollie",1995,2,"Theodore Thomas Productions"
1530,"Frankie Starlight",1995,4,"Fine Line Features"
1533,"Freakshow",1995,4,"Crimson Productions"
1537,"Free Willy 2: The Adventure Home",1995,2,"Alcor Films"
1543,"French Exit",1995,4,"Cineville Inc."
1544,"French Kiss",1995,3,"20th Century Fox"
1548,"Friday",1995,4,"New Line Cinema"
1551,"Friend of the Family",1995,4,"Axis Films International"
1563,"Full Body Massage",1995,4,"Full Body Productions, Inc."
1570,"Funny Bones",1995,4,"Hollywood Pictures"
1600,"Gazon maudit",1995,4,"Les Films Flam"
1605,"Gentlemans Bet",1995,4,"Mystique Films Inc."
1608,"Georgia",1995,4,"Miramax Films"
1614,"Get Shorty",1995,4,"Jersey Films"
1633,"Girl in the Cadillac",1995,4,"Overseas FilmGroup"
1651,"Go Now",1995,4,"PolyGram Filmed Entertainment"
1663,"Gold Diggers: The Secret of Bear Mountain",1995,2,"Universal Pictures"
1665,"GoldenEye",1995,3,"Danjaq Productions"
1678,"Gospa",1995,2,"Wayne Films"
1685,"Granny, The",1995,4,"Tapestry Films"
1687,"Grass Harp, The",1995,2,"Charles Matthau-Jerry Tokofsky-John Davis Producti"
1705,"Grotesque, The",1995,4,"J&M Entertainment"
1707,"Grumpier Old Men",1995,3,"Lancaster Gate"
1719,"Gunfighters Moon",1995,3,"Rysher Entertainment"
1725,"Hackers",1995,3,"Suftley"
1734,"Halloween: The Curse of Michael Myers",1995,4,"Halloween VI Productions"
1752,"Hard Bounty",1995,4,"Sunset Films International"
1754,"Hard Evidence",1995,4,"James Shavick Film Company"
1756,"Hard Justice",1995,4,"Nu Image"
1764,"Harrison Bergeron",1995,4,"Cypress Films"
1773,"Haunted",1995,4,"American Zoetrope"
1789,"Heat",1995,4,"Forward Pass Inc."
1797,"Heavy",1995,4,"Available Light"
1822,"Hidden Assassin",1995,4,"Cine Grande Corporation"
1859,"Hollow Point",1995,4,"Astral Programming Enterprises"
1862,"Hollywood Dreams Take 2",1995,4,"Cinevest Entertainment Group"
1867,"Hollywood Zap",1995,4,"Ben/Bar Prods."
1873,"Home for the Holidays",1995,3,"Egg Pictures"
1882,"Hong faan kui",1995,4,"Maple Ridge Films"
1900,"Hotel Sorrento",1995,4,"Bayside Pictures"
1923,"How to Make an American Quilt",1995,3,"Amblin Entertainment"
1930,"Human Timebomb",1995,4,"Nu Image"
1935,"Hunted, The",1995,4,"Davis Entertainment"
1944,"Hussard sur le toit, Le",1995,4,"CEC"
1973,"Ice Cream Man",1995,4,"David M. Goldstein Productions"
1993,"Immortals, The",1995,4,"End Productions"
2007,"In Pursuit of Honor",1995,3,"Home Box Office (HBO)"
2009,"In the Bleak Midwinter",1995,4,"Castle Rock Entertainment"
2022,"Incredibly True Adventure of Two Girls in Love, The",1995,4,"Fine Line Features"
2023,"Indecent Behavior III",1995,4,"Magic Hour Pictures"
2026,"Indian in the Cupboard, The",1995,2,"Columbia Pictures Corporation"
2028,"Indictment: The McMartin Trial",1995,4,"Abby Mann Productions"
2030,"Inferno",1995,4,"creativ"
2033,"Infiltrator, The",1995,4,"Carnival Films"
2078,"Iron Eagle IV",1995,3,"Norstar Entertainment Inc."
2085,"It Takes Two",1995,2,"Dualstar Productions"
2091,"Jack and Sarah",1995,2,"British Screen Productions"
2097,"Jack-O",1995,4,"American Independent Productions"
2102,"Jade",1995,4,"Paramount Pictures"
2116,"Jefferson in Paris",1995,3,"Merchant-Ivory Productions"
2150,"Josh Kirby... Time Warrior: Chapter 1, Planet of the Dino-Knights",1995,2,"Full Moon Entertainment"
2158,"Journey of August King, The",1995,3,"Addis Wechsler Pictures"
2167,"Judge Dredd",1995,4,"Cinergi"
2172,"Jumanji",1995,2,"Interscope Communications"
2176,"Jungleground",1995,4,"Norstar Entertainment Inc."
2179,"Jury Duty",1995,3,"TriStar Pictures"
2213,"Kickboxer 5",1995,4,"Kings Road Entertainment"
2216,"Kicking and Screaming",1995,4,"Sandollar Productions"
2219,"Kid in King Arthurs Court, A",1995,2,"Tapestry Films"
2234,"Killing for Love",1995,4,"Cameo Films"
2263,"Kleptomania",1995,4,"Curb Entertainment International"
2289,"Lady Chatterleys Passions 2: Julies Secret",1995,4,"Cinevega"
2302,"Langoliers, The",1995,3,"Laurel Entertainment"
2305,"Lap Dancer",1995,4,"CPV Productions Inc."
2313,"Last Best Year, The",1995,2,"Concorde-New Horizons"
2326,"Last Good Time, The",1995,4,"Apogee Films Venture"
2335,"Last of the Dogmen",1995,2,"Carolco Pictures"
2348,"Last Summer in the Hamptons",1995,4,"Jagtoria Films"
2349,"Last Supper, The",1995,4,"Columbia Pictures Corporation"
2352,"Last Word, The",1995,4,"Arama Entertainment"
3669,"Sexperiment, The",1998,4,"Mystique Films Inc."
2365,"Leapin Leprechauns",1995,2,"Full Moon Entertainment"
2368,"Leaving Las Vegas",1995,4,"Initial Productions"
2388,"Let It Be Me",1995,3,"Rysher Entertainment"
2403,"Lie Down with Dogs",1995,4,"Miramax Films"
2443,"Live Nude Girls",1995,4,"IRS Media"
2445,"Living in Oblivion",1995,4,"JDI Productions"
2449,"Loch Ness",1995,2,"PolyGram Filmed Entertainment"
2472,"Lord of Illusions",1995,4,"Seraphim Films"
2480,"Losing Isaiah",1995,4,"Paramount Pictures"
2511,"Love Me Twice",1995,4,"HollyDream Productions"
2531,"Lovers Leap",1995,4,"Cinnamon Productions"
2931,"Nixon",1995,4,"Cinergi"
2556,"Mad Dogs and Englishmen",1995,4,"Columbia Pictures Corporation"
2557,"Mad Love",1995,3,"Touchstone Pictures"
2568,"Magic in the Water",1995,2,"Oxford"
2574,"Major Payne",1995,3,"Universal Pictures"
2582,"Mallrats",1995,4,"Alphaville Films"
2586,"Man in the Attic, The",1995,4,"CBS Entertainment Production"
2606,"Margarets Museum",1995,4,"Glace Bay Pictures"
2695,"Midnight Confessions",1995,4,"Fa Kessler Heinlein"
2699,"Midnight Man",1995,4,"Carousel"
2700,"Midnight Tease II",1995,4,"Concorde-New Horizons"
2705,"Mighty Aphrodite",1995,4,"Magnolia Pictures"
2707,"Mighty Morphin Power Rangers: The Movie",1995,2,"20th Century Fox"
2723,"Mirage",1995,4,"Tigertail Flicks"
2756,"Money Train",1995,4,"Columbia Pictures Corporation"
2765,"Month by the Lake, A",1995,2,"Anuline"
2767,"Moondance",1995,4,"Lodge Productions"
2768,"Moonlight and Valentino",1995,4,"PolyGram Filmed Entertainment"
2774,"Mortal Kombat",1995,3,"New Line Cinema"
2793,"Mr. Hollands Opus",1995,2,"Hollywood Pictures"
2803,"Mrs. Munck",1995,4,"Diane Ladd Inc."
2816,"Murdered Innocence",1995,4,"Columbia Pictures Corporation"
